FechaVenta,IdVehiculo,IdModelo,IdCliente,Estado,Year,FechaPrimerContacto,FechaEntregaCoche,FechaCompraCoche,Precio
2015-05-07,8117,19,2557,Nuevo,2015,2015-04-18,2015-05-10,2015-03-27,28714
2017-11-14,8118,1,13352,Segunda Mano,2009,2017-10-31,2017-11-17,2017-09-27,23454
2022-06-27,8119,16,25893,Segunda Mano,2017,2022-06-08,2022-07-01,2022-05-08,18580
2022-07-17,8120,5,24119,Segunda Mano,2013,2022-07-04,2022-07-19,2022-06-08,15254
2023-12-18,8121,18,23502,Segunda Mano,2014,2023-11-27,2023-12-20,2023-11-07,23136
2019-04-03,8122,7,4929,Segunda Mano,2015,2019-03-19,2019-04-12,2019-02-14,30023
2023-07-05,8123,5,19734,Nuevo,2023,2023-06-15,2023-07-11,2023-05-25,21108
2019-03-11,8124,14,17206,Segunda Mano,2011,2019-02-13,2019-03-15,2019-01-12,22400
2017-06-06,8125,20,12476,Segunda Mano,2007,2017-05-21,2017-06-17,2017-04-30,18073
2018-02-20,8126,8,7523,Segunda Mano,2012,2018-02-05,2018-02-27,2018-01-03,32368
2018-07-07,8127,14,19523,Segunda Mano,2015,2018-06-18,2018-07-12,2018-05-20,22461
2017-01-20,8128,10,18218,Segunda Mano,2007,2016-12-27,2017-01-28,2016-11-16,52175
2016-11-10,8129,4,24979,Segunda Mano,2007,2016-10-27,2016-11-14,2016-10-05,22893
2018-07-17,8130,13,25157,Segunda Mano,2011,2018-06-29,2018-07-24,2018-06-03,44092
2018-10-02,8131,3,6834,Segunda Mano,2014,2018-09-18,2018-10-04,2018-08-20,27426
2022-05-21,8132,6,26348,Segunda Mano,2008,2022-05-03,2022-05-27,2022-03-29,18783
2018-01-08,8133,18,21283,Segunda Mano,2014,2017-12-26,2018-01-10,2017-11-24,24199
2022-03-07,8134,16,15795,Segunda Mano,2018,2022-02-13,2022-03-11,2022-01-11,19865
2020-03-04,8135,4,13354,Segunda Mano,2006,2020-02-14,2020-03-08,2020-01-17,22720
2018-02-11,8136,9,2470,Segunda Mano,2008,2018-01-17,2018-02-16,2017-12-16,168642
2019-02-15,8137,18,9815,Segunda Mano,2004,2019-01-22,2019-02-21,2018-12-23,19394
2022-03-06,8138,8,5137,Segunda Mano,2010,2022-02-14,2022-03-12,2022-01-29,27609
2019-01-20,8139,9,4602,Segunda Mano,2008,2018-12-29,2019-01-25,2018-12-05,156813
2015-02-03,8140,16,58,Segunda Mano,2009,2015-01-13,2015-02-05,2014-12-07,21631
2023-07-20,8141,17,3082,Segunda Mano,2013,2023-07-02,2023-07-25,2023-05-28,11139
2017-03-30,8142,11,27798,Segunda Mano,2011,2017-03-06,2017-04-05,2017-01-30,24792
2015-09-22,8143,12,29338,Segunda Mano,2003,2015-09-04,2015-09-25,2015-08-10,26023
2023-06-11,8144,18,6768,Nuevo,2023,2023-05-24,2023-06-16,2023-04-24,39646
2021-02-03,8145,5,14593,Segunda Mano,2014,2021-01-09,2021-02-06,2020-12-04,11709
2015-04-05,8146,8,12297,Segunda Mano,2005,2015-03-17,2015-04-08,2015-02-19,28498
2019-08-03,8147,16,1540,Nuevo,2019,2019-07-14,2019-08-08,2019-06-21,32724
2022-03-08,8148,15,8580,Segunda Mano,2015,2022-02-17,2022-03-13,2022-01-20,18129
2016-01-20,8149,5,14072,Segunda Mano,2006,2015-12-28,2016-01-26,2015-12-03,13892
2015-03-25,8150,14,23614,Nuevo,2015,2015-02-25,2015-03-27,2015-01-15,37467
2015-06-16,8151,15,13161,Segunda Mano,2002,2015-05-28,2015-06-22,2015-04-24,11092
2018-02-11,8152,11,11439,Segunda Mano,2005,2018-01-23,2018-02-13,2017-12-31,25593
2018-05-27,8153,13,23857,Nuevo,2018,2018-05-05,2018-06-04,2018-04-03,57397
2023-03-03,8154,6,24796,Nuevo,2023,2023-02-14,2023-03-07,2023-01-10,31872
2016-10-05,8155,11,18801,Segunda Mano,2011,2016-09-10,2016-10-13,2016-08-15,21106
2021-06-04,8156,11,19172,Nuevo,2021,2021-05-16,2021-06-08,2021-04-09,36979
2019-06-15,8157,5,21687,Segunda Mano,2016,2019-05-27,2019-06-23,2019-05-03,15896
2015-02-11,8158,5,28203,Nuevo,2015,2015-01-28,2015-02-18,2015-01-01,25434
2015-08-20,8159,16,20830,Nuevo,2015,2015-08-01,2015-08-26,2015-07-14,35020
2017-04-05,8160,13,15307,Segunda Mano,2008,2017-03-11,2017-04-06,2017-02-09,32861
2021-01-23,8161,12,27643,Segunda Mano,2019,2021-01-05,2021-01-26,2020-11-25,27624
2017-05-22,8162,18,7301,Segunda Mano,2009,2017-05-10,2017-05-31,2017-04-09,22067
2021-04-06,8163,6,20088,Nuevo,2021,2021-03-20,2021-04-13,2021-02-17,40909
2023-01-15,8164,16,5169,Segunda Mano,2008,2022-12-22,2023-01-22,2022-11-12,15027
2023-06-15,8165,10,17494,Segunda Mano,2009,2023-05-30,2023-06-21,2023-05-06,24469
2020-02-27,8166,5,10377,Nuevo,2020,2020-01-27,2020-03-02,2020-01-02,21267
2017-04-03,8167,19,13234,Segunda Mano,2016,2017-03-13,2017-04-05,2017-02-11,23808
2018-06-03,8168,7,8008,Nuevo,2018,2018-05-17,2018-06-10,2018-04-22,34645
2015-09-06,8169,1,5541,Segunda Mano,2001,2015-08-17,2015-09-10,2015-07-22,15825
2017-04-21,8170,14,8155,Segunda Mano,2004,2017-04-04,2017-04-23,2017-03-06,22388
2017-01-08,8171,4,11314,Nuevo,2017,2016-12-14,2017-01-12,2016-11-21,29629
2017-03-23,8172,10,2431,Segunda Mano,2009,2017-03-08,2017-03-25,2017-02-03,35546
2016-02-06,8173,10,19424,Nuevo,2016,2016-01-16,2016-02-10,2015-12-21,51830
2016-04-07,8174,5,29901,Segunda Mano,2002,2016-03-17,2016-04-15,2016-02-15,13909
2022-05-07,8175,8,11170,Segunda Mano,2016,2022-04-19,2022-05-13,2022-03-27,30241
2017-01-20,8176,11,26921,Nuevo,2017,2016-12-30,2017-01-23,2016-11-30,37601
2022-03-07,8177,15,29842,Segunda Mano,2021,2022-02-15,2022-03-10,2022-01-17,15919
2015-10-19,8178,9,6692,Segunda Mano,2009,2015-09-24,2015-10-28,2015-08-19,218492
2021-02-13,8179,7,17721,Nuevo,2021,2021-01-30,2021-02-17,2021-01-03,34738
2021-07-05,8180,18,27264,Nuevo,2021,2021-06-21,2021-07-10,2021-05-26,30080
2019-03-10,8181,15,25791,Nuevo,2019,2019-02-14,2019-03-17,2019-01-10,20669
2023-11-05,8182,16,19011,Segunda Mano,2019,2023-10-19,2023-11-10,2023-09-22,21714
2015-02-09,8183,17,24374,Nuevo,2015,2015-01-23,2015-02-11,2014-12-26,22634
2018-06-29,8184,3,535,Segunda Mano,2009,2018-06-08,2018-07-03,2018-05-04,23267
2023-05-15,8185,11,17477,Segunda Mano,2021,2023-04-24,2023-05-19,2023-03-27,30901
2020-11-02,8186,9,25677,Segunda Mano,2018,2020-10-07,2020-11-09,2020-09-05,269981
2017-05-08,8187,14,17854,Nuevo,2017,2017-04-17,2017-05-09,2017-03-19,31384
2015-04-26,8188,4,13829,Segunda Mano,2012,2015-04-03,2015-05-05,2015-03-02,20766
2023-06-07,8189,11,27376,Segunda Mano,2012,2023-05-15,2023-06-08,2023-04-02,25573
2022-01-07,8190,14,2324,Nuevo,2022,2021-12-24,2022-01-13,2021-12-02,28791
2017-04-24,8191,15,27552,Segunda Mano,2012,2017-04-07,2017-04-29,2017-03-11,18379
2018-08-01,8192,10,14731,Segunda Mano,2014,2018-07-16,2018-08-09,2018-06-19,35842
2019-03-17,8193,5,5736,Segunda Mano,2006,2019-02-13,2019-03-23,2019-01-16,14938
2022-03-01,8194,14,12430,Segunda Mano,2021,2022-02-08,2022-03-04,2022-01-09,18883
2020-03-26,8195,2,26125,Segunda Mano,2007,2020-03-10,2020-04-04,2020-02-08,23728
2022-02-06,8196,13,879,Segunda Mano,2016,2022-01-08,2022-02-11,2021-12-10,35684
2019-10-15,8197,14,16210,Segunda Mano,2012,2019-09-25,2019-10-19,2019-08-29,17326
2022-07-02,8198,5,26465,Segunda Mano,2012,2022-06-08,2022-07-06,2022-05-08,21311
2021-11-08,8199,5,8832,Segunda Mano,2020,2021-10-12,2021-11-16,2021-09-02,15255
2018-02-06,8200,9,25031,Nuevo,2018,2018-01-09,2018-02-15,2017-12-19,278345
2018-11-08,8201,14,10417,Segunda Mano,2004,2018-10-12,2018-11-13,2018-09-02,22047
2016-02-10,8202,10,8772,Nuevo,2016,2016-01-16,2016-02-12,2015-12-16,70252
2023-01-03,8203,13,9229,Segunda Mano,2019,2022-12-19,2023-01-09,2022-11-22,38200
2022-02-11,8204,8,13585,Segunda Mano,2013,2022-01-29,2022-02-17,2021-12-29,36715
2023-01-13,8205,4,21391,Segunda Mano,2010,2022-12-25,2023-01-16,2022-11-21,17082
2017-05-04,8206,4,10106,Segunda Mano,2015,2017-04-11,2017-05-08,2017-03-12,34896
2019-07-14,8207,7,11411,Segunda Mano,2009,2019-06-27,2019-07-18,2019-05-29,23325
2023-01-02,8208,17,20132,Segunda Mano,2011,2022-12-12,2023-01-10,2022-11-14,14252
2019-02-02,8209,16,11823,Nuevo,2019,2019-01-14,2019-02-08,2018-12-11,31358
2016-09-05,8210,13,14466,Nuevo,2016,2016-08-22,2016-09-11,2016-07-26,59739
2021-11-10,8211,7,29888,Segunda Mano,2014,2021-10-21,2021-11-18,2021-09-16,19103
2023-11-10,8212,6,9991,Nuevo,2023,2023-10-19,2023-11-15,2023-09-22,31657
2016-04-01,8213,15,7434,Nuevo,2016,2016-03-14,2016-04-06,2016-02-14,28034
2020-10-02,8214,16,16427,Segunda Mano,2008,2020-09-11,2020-10-05,2020-08-15,26360
2017-03-02,8215,12,27661,Segunda Mano,2011,2017-02-07,2017-03-02,2017-01-06,30197
2017-03-09,8216,16,10465,Segunda Mano,2005,2017-02-24,2017-03-13,2017-02-03,18995
2018-01-02,8217,13,14399,Nuevo,2018,2017-12-19,2018-01-06,2017-11-17,65443
2023-07-28,8218,8,27587,Segunda Mano,2018,2023-07-10,2023-08-02,2023-05-30,30746
2017-08-23,8219,3,1572,Segunda Mano,2010,2017-08-01,2017-08-30,2017-07-09,30259
2019-09-01,8220,13,23589,Segunda Mano,2007,2019-08-14,2019-09-07,2019-07-08,33117
2020-07-22,8221,15,29362,Segunda Mano,2018,2020-07-01,2020-07-27,2020-06-03,20959
2021-05-30,8222,18,3352,Segunda Mano,2020,2021-05-06,2021-06-03,2021-03-28,25072
2020-01-13,8223,3,20591,Segunda Mano,2006,2019-12-22,2020-01-15,2019-11-18,19254
2016-10-07,8224,9,15686,Segunda Mano,2002,2016-09-16,2016-10-09,2016-08-19,181719
2018-01-07,8225,6,23731,Nuevo,2018,2017-12-14,2018-01-07,2017-11-14,44354
2016-11-08,8226,18,25896,Segunda Mano,2005,2016-10-17,2016-11-09,2016-09-21,24712
2017-03-31,8227,11,239,Segunda Mano,2010,2017-03-07,2017-04-03,2017-02-01,25426
2017-03-06,8228,14,250,Segunda Mano,2014,2017-02-17,2017-03-11,2017-01-16,23603
2020-08-31,8229,14,17571,Segunda Mano,2014,2020-08-16,2020-09-04,2020-07-26,27196
2019-05-07,8230,16,2489,Segunda Mano,2015,2019-04-14,2019-05-14,2019-03-13,22672
2023-04-09,8231,18,28139,Segunda Mano,2021,2023-03-15,2023-04-13,2023-02-07,30342
2018-01-01,8232,7,23695,Nuevo,2018,2017-12-13,2018-01-04,2017-11-11,33071
2023-02-06,8233,14,3761,Nuevo,2023,2023-01-15,2023-02-08,2022-12-13,28080
2019-10-03,8234,9,4812,Segunda Mano,2005,2019-09-10,2019-10-13,2019-08-19,123176
2017-04-25,8235,7,23113,Segunda Mano,2008,2017-03-25,2017-04-30,2017-02-27,19167
2022-02-06,8236,7,16308,Segunda Mano,2007,2022-01-10,2022-02-10,2021-12-11,23468
2016-02-09,8237,9,25265,Nuevo,2016,2016-01-16,2016-02-10,2015-12-13,334359
2015-09-06,8238,10,13619,Nuevo,2015,2015-08-18,2015-09-08,2015-07-08,50111
2020-06-07,8239,1,24350,Segunda Mano,2008,2020-05-17,2020-06-14,2020-04-15,21098
2016-06-13,8240,9,15762,Segunda Mano,2014,2016-05-18,2016-06-16,2016-04-14,181412
2015-07-07,8241,3,26191,Segunda Mano,2004,2015-06-15,2015-07-08,2015-05-23,24596
2018-10-04,8242,14,428,Segunda Mano,2005,2018-09-11,2018-10-13,2018-07-28,15397
2021-07-02,8243,8,18619,Segunda Mano,2019,2021-06-12,2021-07-04,2021-05-08,31627
2017-03-26,8244,16,29801,Segunda Mano,2004,2017-03-07,2017-04-02,2017-02-07,19881
2022-01-01,8245,18,26701,Segunda Mano,2015,2021-12-18,2022-01-09,2021-11-14,19398
2018-05-14,8246,12,27405,Segunda Mano,2013,2018-04-14,2018-05-16,2018-03-11,41446
2022-10-18,8247,11,6100,Segunda Mano,2017,2022-10-03,2022-10-20,2022-09-03,23853
2015-03-05,8248,10,13602,Segunda Mano,2000,2015-02-18,2015-03-13,2015-02-01,35919
2021-04-11,8249,11,87,Nuevo,2021,2021-03-26,2021-04-15,2021-03-02,41583
2020-02-04,8250,8,7363,Nuevo,2020,2020-01-12,2020-02-13,2019-12-09,54546
2023-02-02,8251,11,2682,Segunda Mano,2011,2023-01-20,2023-02-07,2022-12-29,17765
2015-04-15,8252,8,10999,Segunda Mano,2012,2015-03-22,2015-04-22,2015-02-19,29061
2017-03-20,8253,9,3557,Segunda Mano,2013,2017-03-10,2017-03-25,2017-02-04,178820
2018-03-18,8254,11,2809,Segunda Mano,2006,2018-03-03,2018-03-23,2018-02-01,20189
2018-12-05,8255,11,26996,Segunda Mano,2011,2018-11-15,2018-12-13,2018-10-20,23784
2023-02-02,8256,20,18829,Nuevo,2023,2023-01-17,2023-02-10,2022-12-11,41192
2020-07-01,8257,9,27193,Segunda Mano,2011,2020-06-13,2020-07-07,2020-05-12,133694
2021-03-12,8258,5,6313,Segunda Mano,2011,2021-02-13,2021-03-17,2021-01-21,14951
2022-06-06,8259,9,14958,Segunda Mano,2013,2022-05-22,2022-06-11,2022-04-27,126214
2020-11-26,8260,8,21530,Nuevo,2020,2020-11-09,2020-11-27,2020-10-07,43474
2019-09-27,8261,5,12208,Segunda Mano,2018,2019-09-11,2019-10-02,2019-08-12,18849
2022-03-07,8262,4,16857,Nuevo,2022,2022-02-15,2022-03-13,2022-01-12,27511
2020-05-09,8263,7,14933,Segunda Mano,2011,2020-04-21,2020-05-13,2020-03-21,22576
2020-02-10,8264,12,17445,Segunda Mano,2008,2020-01-22,2020-02-13,2019-12-26,31239
2016-07-08,8265,17,23202,Segunda Mano,2015,2016-06-19,2016-07-16,2016-05-24,17133
2017-09-04,8266,13,20042,Segunda Mano,2008,2017-08-13,2017-09-09,2017-07-20,27044
2017-05-24,8267,11,10415,Segunda Mano,2010,2017-05-12,2017-05-27,2017-04-15,28929
2020-01-12,8268,15,148,Segunda Mano,2013,2019-12-26,2020-01-14,2019-11-24,17806
2019-02-16,8269,18,23188,Segunda Mano,2014,2019-01-25,2019-02-21,2018-12-23,17608
2016-03-24,8270,18,3850,Segunda Mano,2011,2016-03-06,2016-03-28,2016-02-02,16686
2017-04-20,8271,5,1522,Segunda Mano,2008,2017-03-31,2017-04-23,2017-03-01,19919
2020-03-23,8272,14,13815,Segunda Mano,2019,2020-02-28,2020-03-27,2020-01-29,22447
2021-12-15,8273,17,2702,Nuevo,2021,2021-11-17,2021-12-23,2021-10-20,29321
2019-08-27,8274,11,3585,Nuevo,2019,2019-07-28,2019-09-02,2019-06-25,33841
2017-02-09,8275,10,27644,Nuevo,2017,2017-01-15,2017-02-15,2016-12-09,70294
2021-04-17,8276,6,25306,Nuevo,2021,2021-03-28,2021-04-18,2021-02-28,32012
2015-08-04,8277,16,15261,Nuevo,2015,2015-07-19,2015-08-10,2015-07-02,35299
2015-05-17,8278,14,11842,Segunda Mano,2007,2015-04-27,2015-05-24,2015-03-26,24626
2021-11-19,8279,10,14516,Nuevo,2021,2021-10-27,2021-11-23,2021-09-27,61696
2019-02-02,8280,15,16246,Segunda Mano,2012,2019-01-20,2019-02-05,2018-12-27,12109
2017-01-26,8281,9,18914,Nuevo,2017,2017-01-10,2017-01-31,2016-12-12,298282
2018-12-06,8282,14,27315,Nuevo,2018,2018-11-14,2018-12-13,2018-10-07,28513
2023-03-02,8283,4,1863,Segunda Mano,2008,2023-02-04,2023-03-04,2023-01-03,18002
2018-06-08,8284,17,23200,Segunda Mano,2011,2018-05-11,2018-06-13,2018-04-07,19933
2016-02-05,8285,15,15049,Segunda Mano,2010,2016-01-12,2016-02-07,2015-12-11,19224
2019-07-03,8286,15,1276,Segunda Mano,2009,2019-06-11,2019-07-08,2019-05-25,13868
2016-06-18,8287,8,16746,Segunda Mano,2012,2016-05-31,2016-06-20,2016-05-02,34553
2017-07-16,8288,10,29895,Segunda Mano,2005,2017-06-17,2017-07-21,2017-05-31,30598
2016-08-05,8289,12,10527,Segunda Mano,2008,2016-07-22,2016-08-08,2016-06-18,27296
2017-02-20,8290,11,3473,Nuevo,2017,2017-02-02,2017-02-28,2017-01-06,35269
2016-01-08,8291,18,15364,Segunda Mano,2004,2015-12-17,2016-01-13,2015-11-18,20198
2016-12-22,8292,5,17565,Segunda Mano,2014,2016-12-03,2016-12-30,2016-11-02,15245
2017-01-15,8293,17,10169,Segunda Mano,2005,2016-12-29,2017-01-20,2016-11-24,13531
2022-01-01,8294,16,23374,Segunda Mano,2008,2021-12-10,2022-01-06,2021-11-01,14571
2016-01-03,8295,8,4211,Nuevo,2016,2015-12-13,2016-01-06,2015-11-10,50693
2018-05-11,8296,10,18038,Nuevo,2018,2018-04-21,2018-05-16,2018-03-22,69566
2018-03-13,8297,7,27809,Segunda Mano,2014,2018-02-19,2018-03-18,2018-01-16,24898
2017-02-06,8298,13,24292,Nuevo,2017,2017-01-26,2017-02-12,2016-12-19,67171
2023-06-14,8299,7,26754,Segunda Mano,2016,2023-05-21,2023-06-20,2023-05-03,29551
2016-09-30,8300,17,10637,Nuevo,2016,2016-09-13,2016-10-05,2016-08-19,28045
2023-02-15,8301,17,19847,Segunda Mano,2018,2023-01-26,2023-02-17,2022-12-28,15038
2015-01-15,8302,6,12906,Nuevo,2015,2014-12-31,2015-01-21,2014-12-02,45030
2017-11-19,8303,9,769,Segunda Mano,2015,2017-10-29,2017-11-30,2017-10-06,214283
2023-06-15,8304,13,1774,Segunda Mano,2021,2023-05-27,2023-06-20,2023-04-30,37588
2017-05-30,8305,7,29719,Segunda Mano,2013,2017-05-13,2017-06-06,2017-04-12,25150
2018-03-09,8306,16,5472,Segunda Mano,2011,2018-02-16,2018-03-15,2018-01-15,14198
2017-11-16,8307,11,5963,Nuevo,2017,2017-10-14,2017-11-16,2017-09-07,41725
2017-04-08,8308,15,28513,Segunda Mano,2004,2017-03-17,2017-04-14,2017-02-14,10169
2022-03-27,8309,10,11071,Segunda Mano,2011,2022-03-08,2022-04-04,2022-02-07,32443
2019-07-19,8310,8,7914,Segunda Mano,2016,2019-06-21,2019-07-23,2019-05-21,32699
2017-01-10,8311,11,1600,Segunda Mano,2006,2016-12-12,2017-01-16,2016-11-11,21518
2015-05-07,8312,15,16615,Segunda Mano,2004,2015-04-15,2015-05-12,2015-03-20,13988
2021-01-13,8313,10,6263,Segunda Mano,2006,2020-12-28,2021-01-15,2020-11-26,40505
2020-09-23,8314,10,12343,Nuevo,2020,2020-08-26,2020-09-30,2020-07-23,59140
2017-01-11,8315,4,26839,Nuevo,2017,2016-12-21,2017-01-14,2016-11-18,30009
2021-11-04,8316,15,14175,Nuevo,2021,2021-10-20,2021-11-08,2021-09-19,21352
2019-08-22,8317,6,29485,Segunda Mano,2013,2019-08-06,2019-08-30,2019-07-06,17060
2019-03-19,8318,17,23657,Nuevo,2019,2019-02-27,2019-03-24,2019-01-31,23155
2017-03-02,8319,12,26650,Segunda Mano,2014,2017-02-15,2017-03-06,2017-01-23,34051
2018-07-08,8320,2,13342,Nuevo,2018,2018-06-22,2018-07-13,2018-05-18,41258
2023-11-23,8321,2,10204,Nuevo,2023,2023-11-01,2023-11-30,2023-10-01,42636
2017-11-09,8322,8,12822,Segunda Mano,2003,2017-10-20,2017-11-14,2017-09-28,18054
2018-11-16,8323,11,15330,Segunda Mano,2017,2018-11-01,2018-11-21,2018-10-06,31353
2019-11-06,8324,11,3508,Nuevo,2019,2019-10-07,2019-11-12,2019-09-13,36025
2023-10-04,8325,13,4396,Segunda Mano,2018,2023-09-21,2023-10-07,2023-08-13,24825
2015-03-05,8326,12,5988,Nuevo,2015,2015-02-07,2015-03-08,2015-01-06,39174
2022-01-07,8327,17,20374,Nuevo,2022,2021-12-16,2022-01-11,2021-11-15,24032
2022-02-07,8328,11,26379,Segunda Mano,2008,2022-01-20,2022-02-17,2022-01-05,21179
2015-10-19,8329,7,22027,Segunda Mano,2001,2015-10-01,2015-10-23,2015-08-31,19979
2023-02-14,8330,3,20351,Nuevo,2023,2023-01-23,2023-02-20,2022-12-14,39169
2015-05-21,8331,7,891,Nuevo,2015,2015-04-24,2015-05-25,2015-03-28,34781
2020-01-23,8332,9,9138,Segunda Mano,2016,2019-12-31,2020-01-28,2019-12-01,160679
2023-02-02,8333,11,19836,Segunda Mano,2014,2023-01-16,2023-02-06,2022-12-17,20959
2020-02-14,8334,16,1099,Segunda Mano,2008,2020-01-28,2020-02-15,2019-12-21,18317
2022-03-21,8335,10,7821,Segunda Mano,2015,2022-02-27,2022-03-29,2022-01-27,56982
2020-06-17,8336,9,635,Segunda Mano,2017,2020-06-01,2020-06-23,2020-05-04,258861
2021-03-11,8337,8,27360,Nuevo,2021,2021-02-19,2021-03-16,2021-01-12,45966
2021-02-26,8338,17,5450,Segunda Mano,2017,2021-02-08,2021-03-03,2021-01-13,23966
2017-07-05,8339,6,10044,Nuevo,2017,2017-06-10,2017-07-10,2017-05-10,35017
2015-12-05,8340,20,19118,Segunda Mano,2002,2015-11-18,2015-12-08,2015-10-18,18131
2021-02-09,8341,14,22843,Segunda Mano,2011,2021-01-24,2021-02-15,2021-01-01,14018
2021-03-12,8342,15,17509,Nuevo,2021,2021-02-22,2021-03-17,2021-01-24,22553
2017-02-05,8343,2,27064,Segunda Mano,2002,2017-01-17,2017-02-09,2016-12-15,14094
2016-06-18,8344,8,27516,Nuevo,2016,2016-05-19,2016-06-23,2016-04-18,40004
2023-03-19,8345,20,452,Segunda Mano,2012,2023-02-26,2023-03-22,2023-02-01,22457
2020-10-29,8346,4,15812,Segunda Mano,2015,2020-10-08,2020-11-03,2020-09-14,23899
2016-05-20,8347,4,3210,Segunda Mano,2003,2016-05-03,2016-05-26,2016-04-02,17815
2017-03-09,8348,15,18612,Segunda Mano,2002,2017-02-18,2017-03-13,2017-01-17,12295
2017-03-07,8349,11,19547,Segunda Mano,2013,2017-02-10,2017-03-13,2017-01-21,30307
2022-01-25,8350,4,815,Segunda Mano,2011,2021-12-26,2022-01-30,2021-12-02,22001
2015-04-02,8351,12,13169,Segunda Mano,2002,2015-03-16,2015-04-04,2015-02-15,26285
2016-08-08,8352,11,21588,Segunda Mano,2014,2016-07-15,2016-08-11,2016-06-23,25835
2021-02-25,8353,11,7540,Nuevo,2021,2021-02-05,2021-03-01,2021-01-11,37647
2018-03-04,8354,11,8348,Nuevo,2018,2018-02-12,2018-03-06,2018-01-10,34891
2019-02-02,8355,15,22416,Segunda Mano,2009,2019-01-18,2019-02-06,2018-12-16,15138
2017-04-14,8356,14,25853,Segunda Mano,2016,2017-03-24,2017-04-17,2017-02-27,22863
2018-10-08,8357,9,10863,Segunda Mano,2015,2018-09-20,2018-10-10,2018-08-20,174562
2016-01-18,8358,6,1037,Segunda Mano,2010,2015-12-23,2016-01-23,2015-11-25,20225
2023-03-10,8359,13,6438,Segunda Mano,2018,2023-02-14,2023-03-16,2023-01-24,40366
2019-12-25,8360,12,25280,Segunda Mano,2012,2019-12-05,2019-12-27,2019-11-13,30097
2018-02-15,8361,8,10191,Segunda Mano,2003,2018-01-28,2018-02-25,2017-12-26,19765
2017-02-15,8362,1,2704,Segunda Mano,2015,2017-01-25,2017-02-18,2016-12-28,27944
2019-01-28,8363,7,12750,Nuevo,2019,2019-01-04,2019-02-03,2018-12-01,44957
2021-12-08,8364,18,25283,Nuevo,2021,2021-11-08,2021-12-09,2021-10-05,33973
2018-05-03,8365,12,18091,Segunda Mano,2014,2018-04-19,2018-05-06,2018-03-18,33049
2020-04-04,8366,3,844,Segunda Mano,2018,2020-03-09,2020-04-08,2020-02-07,21080
2019-01-02,8367,18,14102,Segunda Mano,2007,2018-12-15,2019-01-05,2018-11-08,22983
2022-03-18,8368,9,6215,Segunda Mano,2021,2022-02-27,2022-03-20,2022-02-02,239548
2018-07-24,8369,3,20481,Segunda Mano,2003,2018-06-30,2018-07-29,2018-05-31,26994
2022-02-09,8370,6,14049,Segunda Mano,2015,2022-01-28,2022-02-13,2021-12-26,25698
2017-06-19,8371,2,25237,Segunda Mano,2008,2017-06-05,2017-06-23,2017-05-08,18956
2016-10-16,8372,16,15864,Segunda Mano,2014,2016-09-22,2016-10-17,2016-08-29,27416
2019-09-19,8373,14,6704,Nuevo,2019,2019-09-03,2019-09-23,2019-08-02,31067
2017-11-13,8374,9,29614,Nuevo,2017,2017-10-25,2017-11-24,2017-09-19,272153
2015-09-08,8375,10,6559,Nuevo,2015,2015-08-09,2015-09-13,2015-07-05,73440
2022-11-19,8376,7,28021,Segunda Mano,2018,2022-11-02,2022-11-23,2022-10-05,29759
2015-02-04,8377,9,22641,Segunda Mano,2001,2015-01-16,2015-02-06,2014-12-23,181577
2021-03-14,8378,5,415,Nuevo,2021,2021-02-27,2021-03-18,2021-01-24,25768
2020-09-23,8379,9,5844,Nuevo,2020,2020-09-06,2020-09-27,2020-08-14,280050
2021-08-16,8380,3,9725,Segunda Mano,2012,2021-07-24,2021-08-20,2021-07-03,22188
2017-04-20,8381,10,1987,Nuevo,2017,2017-04-03,2017-04-25,2017-03-06,58110
2019-01-17,8382,13,21342,Segunda Mano,2015,2018-12-30,2019-01-25,2018-12-05,48399
2015-07-17,8383,12,15293,Segunda Mano,2012,2015-06-24,2015-07-18,2015-05-21,26306
2019-09-18,8384,6,20742,Nuevo,2019,2019-08-22,2019-09-23,2019-08-07,33667
2020-04-27,8385,10,21256,Segunda Mano,2016,2020-04-04,2020-04-28,2020-02-21,37007
2023-01-08,8386,7,3998,Segunda Mano,2017,2022-12-20,2023-01-13,2022-11-21,21226
2023-09-05,8387,12,26748,Segunda Mano,2018,2023-08-19,2023-09-09,2023-07-23,25432
2019-01-10,8388,11,15437,Segunda Mano,2011,2018-12-26,2019-01-14,2018-11-17,20907
2020-07-16,8389,17,1621,Segunda Mano,2012,2020-06-23,2020-07-18,2020-05-20,21001
2019-03-28,8390,14,6897,Segunda Mano,2015,2019-03-10,2019-04-04,2019-02-04,29444
2019-05-08,8391,16,17321,Nuevo,2019,2019-04-16,2019-05-19,2019-03-08,32643
2022-09-12,8392,16,4297,Segunda Mano,2014,2022-08-26,2022-09-21,2022-07-21,21316
2017-01-10,8393,10,23466,Segunda Mano,2011,2016-12-25,2017-01-14,2016-11-25,38170
2018-06-28,8394,17,26590,Segunda Mano,2006,2018-06-14,2018-07-02,2018-05-01,14558
2022-06-06,8395,7,1052,Segunda Mano,2012,2022-05-12,2022-06-12,2022-04-07,19964
2023-05-05,8396,9,11630,Nuevo,2023,2023-04-14,2023-05-14,2023-03-16,267279
2018-02-13,8397,11,1265,Segunda Mano,2006,2018-01-24,2018-02-18,2017-12-24,28080
2019-02-04,8398,13,8671,Segunda Mano,2016,2019-01-15,2019-02-11,2018-12-16,40198
